	CA2_M_elongata	CA3_M_laxa	CA4_M_laxa	CA5_M_laxa	CA6_M_laxa	CAR330_M_muricata	CAR332_M_muricata	G1_M_elongata	G5_M_elongata	G6_M_elongata	M105_M_muricata	Muricata_M_muricata	PAN_3_M_laxa	PAN_4_M_laxa	PAN_5_M_laxa	PAN_6_M_laxa	PAN_7_M_laxa	PAN_M4_M_muricata	PAN_M5_M_muricata	PAN_M6_M_muricata	PAN_M7_M_muricata	PAN_M8_M_muricata	SAI1727_M_muricata	SAI1728_M_muricata	SAI1729_M_muricata	SAI1831_M_muricata	SAI1832_M_muricata	SAI1833_M_muricata	SAI1835_M_muricata	SAI1836_M_muricata
M105_M_muricata	0.908933333333333	0.972466666666666	0.937266666666666	0.970533333333333	0.933933333333333	0.945066666666666	0.893733333333333	0.301733333333333	0.889666666666666	0.542066666666666	0	0.9936	0.9466	0.961733333333333	0.977533333333333	0.9358	0.963333333333333	0.503133333333333	0.2862	0.6776	0.656933333333333	0.842133333333333	0.935066666666666	0.6898	0.484533333333333	0.858866666666666	0.241666666666666	0.240666666666666	0.224066666666666	0.209866666666666
Muricata_M_muricata	0.993733333333333	0.991533333333333	0.992666666666666	0.990866666666666	0.9922	0.983666666666666	0.967266666666666	0.989866666666666	0.989066666666666	0.923333333333333	0.9936	0	0.978733333333333	0.990933333333333	0.986933333333333	0.9846	0.992066666666666	0.978933333333333	0.989066666666666	0.977333333333333	0.979533333333333	0.992666666666666	0.9916	0.992066666666666	0.990933333333333	0.9896	0.991533333333333	0.9918	0.991333333333333	0.991666666666666
PAN_3_M_laxa	0.973	0.933933333333333	0.6024	0.9194	0.655	0.805533333333333	0.867933333333333	0.908333333333333	0.914933333333333	0.888733333333333	0.9466	0.978733333333333	0	0.370933333333333	0.429666666666666	0.469266666666666	0.758666666666666	0.561533333333333	0.755466666666666	0.382266666666666	0.4182	0.882733333333333	0.821533333333333	0.939866666666666	0.8264	0.7918	0.925066666666666	0.936933333333333	0.913266666666666	0.934866666666666
PAN_4_M_laxa	0.975133333333333	0.929333333333333	0.570666666666666	0.916333333333333	0.676733333333333	0.826333333333333	0.8896	0.925466666666666	0.931133333333333	0.908266666666666	0.961733333333333	0.990933333333333	0.370933333333333	0	0.0844	0.721333333333333	0.760066666666666	0.729733333333333	0.773933333333333	0.514	0.4976	0.883133333333333	0.839133333333333	0.9594	0.847866666666666	0.820666666666666	0.933066666666666	0.941733333333333	0.921066666666666	0.9552
PAN_5_M_laxa	0.9782	0.9358	0.5708	0.9262	0.675666666666666	0.8368	0.906	0.94	0.937866666666666	0.924866666666666	0.977533333333333	0.986933333333333	0.429666666666666	0.0844	0	0.775133333333333	0.7604	0.783266666666666	0.7852	0.575666666666666	0.556	0.902666666666666	0.840866666666666	0.973866666666666	0.861866666666666	0.8336	0.949466666666666	0.958933333333333	0.936866666666666	0.969333333333333
PAN_6_M_laxa	0.977	0.931666666666666	0.9712	0.919533333333333	0.945333333333333	0.803466666666666	0.856733333333333	0.8988	0.922066666666666	0.882266666666666	0.9358	0.9846	0.469266666666666	0.721333333333333	0.775133333333333	0	0.954733333333333	0.543266666666666	0.803866666666666	0.5828	0.639466666666666	0.8598	0.833133333333333	0.924933333333333	0.818	0.8038	0.907466666666666	0.916733333333333	0.896533333333333	0.925666666666666
PAN_7_M_laxa	0.950533333333333	0.934733333333333	0.4842	0.9298	0.392466666666666	0.9344	0.954266666666666	0.9582	0.9596	0.961066666666666	0.963333333333333	0.992066666666666	0.758666666666666	0.760066666666666	0.7604	0.954733333333333	0	0.953666666666666	0.894533333333333	0.756	0.756533333333333	0.9286	0.961933333333333	0.9732	0.9558	0.955466666666666	0.897466666666666	0.912866666666666	0.954066666666666	0.9316
PAN_M4_M_muricata	0.978866666666666	0.9364	0.975066666666666	0.923933333333333	0.953266666666666	0.804466666666666	0.8206	0.458733333333333	0.915733333333333	0.622133333333333	0.503133333333333	0.978933333333333	0.561533333333333	0.729733333333333	0.783266666666666	0.543266666666666	0.953666666666666	0	0.358733333333333	0.437733333333333	0.4174	0.806266666666666	0.833733333333333	0.829266666666666	0.421466666666666	0.764133333333333	0.465466666666666	0.475	0.4542	0.485666666666666
PAN_M5_M_muricata	0.963533333333333	0.921266666666666	0.8772	0.9098	0.856733333333333	0.826466666666666	0.834866666666666	0.343733333333333	0.901266666666666	0.6174	0.2862	0.989066666666666	0.755466666666666	0.773933333333333	0.7852	0.803866666666666	0.894533333333333	0.358733333333333	0	0.567866666666666	0.496666666666666	0.792066666666666	0.829866666666666	0.812733333333333	0.405666666666666	0.7574	0.262866666666666	0.270466666666666	0.253466666666666	0.2718
PAN_M6_M_muricata	0.9114	0.927266666666666	0.727266666666666	0.915333333333333	0.705933333333333	0.8	0.809466666666666	0.706133333333333	0.869933333333333	0.709533333333333	0.6776	0.977333333333333	0.382266666666666	0.514	0.575666666666666	0.5828	0.756	0.437733333333333	0.567866666666666	0	0.191266666666666	0.766466666666666	0.798666666666666	0.769333333333333	0.655066666666666	0.747866666666666	0.754066666666666	0.7626	0.722	0.7524
PAN_M7_M_muricata	0.940466666666666	0.934066666666666	0.7222	0.9224	0.700733333333333	0.796733333333333	0.8086	0.645666666666666	0.871666666666666	0.654	0.656933333333333	0.979533333333333	0.4182	0.4976	0.556	0.639466666666666	0.756533333333333	0.4174	0.496666666666666	0.191266666666666	0	0.7682	0.801066666666666	0.791466666666666	0.584066666666666	0.750533333333333	0.684133333333333	0.6942	0.6624	0.680066666666666
PAN_M8_M_muricata	0.740933333333333	0.705866666666666	0.935066666666666	0.659333333333333	0.9072	0.505933333333333	0.435133333333333	0.678866666666666	0.7694	0.7322	0.842133333333333	0.992666666666666	0.882733333333333	0.883133333333333	0.902666666666666	0.8598	0.9286	0.806266666666666	0.792066666666666	0.766466666666666	0.7682	0	0.854066666666666	0.8198	0.7692	0.809266666666666	0.747133333333333	0.832466666666666	0.761866666666666	0.831133333333333
SAI1727_M_muricata	0.974	0.936133333333333	0.937533333333333	0.924066666666666	0.915733333333333	0.833333333333333	0.8638	0.909733333333333	0.8694	0.872933333333333	0.935066666666666	0.9916	0.821533333333333	0.839133333333333	0.840866666666666	0.833133333333333	0.961933333333333	0.833733333333333	0.829866666666666	0.798666666666666	0.801066666666666	0.854066666666666	0	0.694066666666666	0.769666666666666	0.7096	0.930533333333333	0.946933333333333	0.882333333333333	0.925333333333333
SAI1728_M_muricata	0.973	0.9696	0.8054	0.968066666666666	0.784466666666666	0.9326	0.848533333333333	0.741533333333333	0.829933333333333	0.66	0.6898	0.992066666666666	0.939866666666666	0.9594	0.973866666666666	0.924933333333333	0.9732	0.829266666666666	0.812733333333333	0.769333333333333	0.791466666666666	0.8198	0.694066666666666	0	0.623066666666666	0.681	0.812066666666666	0.818533333333333	0.7566	0.771666666666666
SAI1729_M_muricata	0.946533333333333	0.9338	0.957066666666666	0.920466666666666	0.934	0.800133333333333	0.822466666666666	0.450933333333333	0.8858	0.593733333333333	0.484533333333333	0.990933333333333	0.8264	0.847866666666666	0.861866666666666	0.818	0.9558	0.421466666666666	0.405666666666666	0.655066666666666	0.584066666666666	0.7692	0.769666666666666	0.623066666666666	0	0.683466666666666	0.4968	0.506333333333333	0.473	0.4926
SAI1831_M_muricata	0.9576	0.930866666666666	0.947533333333333	0.890133333333333	0.913266666666666	0.783533333333333	0.8102	0.794666666666666	0.784466666666666	0.759133333333333	0.858866666666666	0.9896	0.7918	0.820666666666666	0.8336	0.8038	0.955466666666666	0.764133333333333	0.7574	0.747866666666666	0.750533333333333	0.809266666666666	0.7096	0.681	0.683466666666666	0	0.833333333333333	0.852866666666666	0.771	0.8262
SAI1832_M_muricata	0.8898	0.9384	0.978533333333333	0.909133333333333	0.945933333333333	0.8628	0.8152	0.266933333333333	0.836533333333333	0.592	0.241666666666666	0.991533333333333	0.925066666666666	0.933066666666666	0.949466666666666	0.907466666666666	0.897466666666666	0.465466666666666	0.262866666666666	0.754066666666666	0.684133333333333	0.747133333333333	0.930533333333333	0.812066666666666	0.4968	0.833333333333333	0	0.1246	0.158933333333333	0.143733333333333
SAI1833_M_muricata	0.9616	0.947333333333333	0.980866666666666	0.9442	0.9544	0.919533333333333	0.869266666666666	0.347866666666666	0.9108	0.6318	0.240666666666666	0.9918	0.936933333333333	0.941733333333333	0.958933333333333	0.916733333333333	0.912866666666666	0.475	0.270466666666666	0.7626	0.6942	0.832466666666666	0.946933333333333	0.818533333333333	0.506333333333333	0.852866666666666	0.1246	0	0.108466666666666	0.125133333333333
SAI1835_M_muricata	0.9502	0.929533333333333	0.977466666666666	0.920733333333333	0.9478	0.890933333333333	0.807333333333333	0.309733333333333	0.84	0.5464	0.224066666666666	0.991333333333333	0.913266666666666	0.921066666666666	0.936866666666666	0.896533333333333	0.954066666666666	0.4542	0.253466666666666	0.722	0.6624	0.761866666666666	0.882333333333333	0.7566	0.473	0.771	0.158933333333333	0.108466666666666	0	0.144466666666666
SAI1836_M_muricata	0.944466666666666	0.962066666666666	0.949066666666666	0.9428	0.928533333333333	0.908533333333333	0.860533333333333	0.309333333333333	0.888666666666666	0.613733333333333	0.209866666666666	0.991666666666666	0.934866666666666	0.9552	0.969333333333333	0.925666666666666	0.9316	0.485666666666666	0.2718	0.7524	0.680066666666666	0.831133333333333	0.925333333333333	0.771666666666666	0.4926	0.8262	0.143733333333333	0.125133333333333	0.144466666666666	0
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
